student,task,time,pathway_level,score
5371008,00592,baseline,L1,1
2120611,96748,midway,L2,1
2120611,06238,midway,L2,1
2120611,97634,midway,L2,1
2120611,54596,midway,L2,1
2120611,13080,end_of_unit,L3,1
2120611,56741,end_of_unit,L3,1
2120611,27971,end_of_unit,L3,1
2120611,63088,end_of_unit,L3,1
2120611,14415,baseline,L1,1
2120611,56400,baseline,L1,1
2120611,00592,baseline,L1,1
5569864,96748,midway,L2,1
5569864,06238,midway,L2,1
5569864,97634,midway,L2,1
5569864,54596,midway,L2,1
5569864,14415,baseline,L1,0
5569864,56400,baseline,L1,1
5569864,00592,baseline,L1,1
5569864,13080,end_of_unit,L3,1
5569864,56741,end_of_unit,L3,1
5569864,27971,end_of_unit,L3,1
5569864,63088,end_of_unit,L3,1
1020868,49531,midway,L1,0
1020868,96568,midway,L1,1
1020868,33008,midway,L1,1
1020868,96748,midway,L2,1
1020868,06238,midway,L2,1
1020868,97634,midway,L2,0
1020868,54596,midway,L2,0
1020868,14415,baseline,L1,0
1020868,56400,baseline,L1,0
1020868,00592,baseline,L1,1
1020868,10231,end_of_unit,L2,1
1020868,97673,end_of_unit,L2,1
1020868,38641,end_of_unit,L2,0
1020868,13080,end_of_unit,L3,1
1020868,56741,end_of_unit,L3,1
1020868,27971,end_of_unit,L3,1
1020868,63088,end_of_unit,L3,1
7953033,96748,midway,L2,1
7953033,06238,midway,L2,1
7953033,97634,midway,L2,1
7953033,54596,midway,L2,1
7953033,14415,baseline,L1,1
7953033,56400,baseline,L1,1
7953033,00592,baseline,L1,1
7953033,13080,end_of_unit,L3,1
7953033,56741,end_of_unit,L3,1
7953033,27971,end_of_unit,L3,1
7953033,63088,end_of_unit,L3,1
7273751,96748,midway,L2,1
7273751,06238,midway,L2,1
7273751,97634,midway,L2,1
7273751,54596,midway,L2,1
7273751,14415,baseline,L1,1
7273751,56400,baseline,L1,1
7273751,00592,baseline,L1,1
7273751,13080,end_of_unit,L3,1
7273751,56741,end_of_unit,L3,1
7273751,27971,end_of_unit,L3,1
7273751,63088,end_of_unit,L3,1
0710382,14415,baseline,L1,1
0710382,56400,baseline,L1,1
0710382,00592,baseline,L1,1
0710382,96748,midway,L2,1
0710382,06238,midway,L2,1
0710382,97634,midway,L2,1
0710382,54596,midway,L2,0
0710382,13080,end_of_unit,L3,1
0710382,56741,end_of_unit,L3,1
0710382,27971,end_of_unit,L3,1
0710382,63088,end_of_unit,L3,1
2806812,96748,midway,L2,1
2806812,06238,midway,L2,1
2806812,97634,midway,L2,1
2806812,54596,midway,L2,1
2806812,13080,end_of_unit,L3,1
2806812,56741,end_of_unit,L3,1
2806812,27971,end_of_unit,L3,1
2806812,63088,end_of_unit,L3,1
2806812,14415,baseline,L1,1
2806812,56400,baseline,L1,1
2806812,00592,baseline,L1,1
3706473,96748,midway,L2,1
3706473,06238,midway,L2,1
3706473,97634,midway,L2,1
3706473,54596,midway,L2,1
3706473,14415,baseline,L1,1
3706473,56400,baseline,L1,1
3706473,00592,baseline,L1,1
3706473,13080,end_of_unit,L3,1
3706473,56741,end_of_unit,L3,1
3706473,27971,end_of_unit,L3,1
3706473,63088,end_of_unit,L3,1
2390800,96748,midway,L2,1
2390800,06238,midway,L2,1
2390800,97634,midway,L2,1
2390800,54596,midway,L2,1
2390800,14415,baseline,L1,1
2390800,56400,baseline,L1,1
2390800,00592,baseline,L1,1
2390800,13080,end_of_unit,L3,0
2390800,56741,end_of_unit,L3,1
2390800,27971,end_of_unit,L3,0
2390800,63088,end_of_unit,L3,1
1859021,13080,end_of_unit,L3,1
1859021,56741,end_of_unit,L3,1
1859021,27971,end_of_unit,L3,1
1859021,63088,end_of_unit,L3,1
1859021,96748,midway,L2,1
1859021,06238,midway,L2,1
1859021,97634,midway,L2,1
1859021,54596,midway,L2,1
1859021,14415,baseline,L1,1
1859021,56400,baseline,L1,1
1859021,00592,baseline,L1,1
6617942,96748,midway,L2,1
6617942,06238,midway,L2,1
6617942,97634,midway,L2,1
6617942,54596,midway,L2,1
6617942,13080,end_of_unit,L3,1
6617942,56741,end_of_unit,L3,1
6617942,27971,end_of_unit,L3,1
6617942,63088,end_of_unit,L3,1
6617942,14415,baseline,L1,1
6617942,56400,baseline,L1,0
6617942,00592,baseline,L1,1
0374678,96748,midway,L2,1
0374678,06238,midway,L2,1
0374678,97634,midway,L2,1
0374678,54596,midway,L2,1
0374678,13080,end_of_unit,L3,1
0374678,56741,end_of_unit,L3,1
0374678,27971,end_of_unit,L3,1
0374678,63088,end_of_unit,L3,1
0374678,14415,baseline,L1,1
0374678,56400,baseline,L1,1
0374678,00592,baseline,L1,1
3316005,96748,midway,L2,1
3316005,06238,midway,L2,1
3316005,97634,midway,L2,1
3316005,54596,midway,L2,1
3316005,14415,baseline,L1,1
3316005,56400,baseline,L1,1
3316005,00592,baseline,L1,1
3316005,13080,end_of_unit,L3,1
3316005,56741,end_of_unit,L3,1
3316005,27971,end_of_unit,L3,1
3316005,63088,end_of_unit,L3,1
4755854,96748,midway,L2,1
4755854,06238,midway,L2,0
4755854,97634,midway,L2,1
4755854,54596,midway,L2,1
4755854,14415,baseline,L1,1
4755854,56400,baseline,L1,1
4755854,00592,baseline,L1,1
4755854,13080,end_of_unit,L3,1
4755854,56741,end_of_unit,L3,1
4755854,27971,end_of_unit,L3,1
4755854,63088,end_of_unit,L3,1
4874926,14415,baseline,L1,1
4874926,56400,baseline,L1,1
4874926,00592,baseline,L1,1
4874926,96748,midway,L2,1
4874926,06238,midway,L2,1
4874926,97634,midway,L2,1
4874926,54596,midway,L2,1
4874926,13080,end_of_unit,L3,0
4874926,56741,end_of_unit,L3,1
4874926,27971,end_of_unit,L3,0
4874926,63088,end_of_unit,L3,1
5044290,96748,midway,L2,1
5044290,06238,midway,L2,1
5044290,97634,midway,L2,1
5044290,54596,midway,L2,1
5044290,14415,baseline,L1,1
5044290,56400,baseline,L1,1
5044290,00592,baseline,L1,1
5044290,13080,end_of_unit,L3,1
5044290,56741,end_of_unit,L3,1
5044290,27971,end_of_unit,L3,1
5044290,63088,end_of_unit,L3,1
4403988,14415,baseline,L1,0
4403988,56400,baseline,L1,0
4403988,00592,baseline,L1,0
4403988,13080,end_of_unit,L3,0
4403988,56741,end_of_unit,L3,0
4403988,27971,end_of_unit,L3,0
4403988,63088,end_of_unit,L3,0
4403988,49531,midway,L1,1
4403988,96568,midway,L1,1
4403988,33008,midway,L1,1
4403988,96748,midway,L2,1
4403988,06238,midway,L2,1
4403988,97634,midway,L2,1
4403988,54596,midway,L2,1
4894944,96748,midway,L2,NA
4894944,06238,midway,L2,NA
4894944,97634,midway,L2,NA
4894944,54596,midway,L2,NA
4894944,13080,end_of_unit,L3,1
4894944,56741,end_of_unit,L3,1
4894944,27971,end_of_unit,L3,1
4894944,63088,end_of_unit,L3,1
4894944,10231,end_of_unit,L2,1
4894944,97673,end_of_unit,L2,1
4894944,38641,end_of_unit,L2,1
4894944,14415,baseline,L1,1
4894944,56400,baseline,L1,1
4894944,00592,baseline,L1,1
2273754,96748,midway,L2,1
2273754,06238,midway,L2,1
2273754,97634,midway,L2,1
2273754,54596,midway,L2,1
2273754,14415,baseline,L1,0
2273754,56400,baseline,L1,1
2273754,00592,baseline,L1,1
2273754,13080,end_of_unit,L3,1
2273754,56741,end_of_unit,L3,1
2273754,27971,end_of_unit,L3,1
2273754,63088,end_of_unit,L3,1
8283086,96748,midway,L2,1
8283086,06238,midway,L2,1
8283086,97634,midway,L2,0
8283086,54596,midway,L2,1
8283086,14415,baseline,L1,0
8283086,56400,baseline,L1,1
8283086,00592,baseline,L1,1
8283086,10231,end_of_unit,L2,1
8283086,97673,end_of_unit,L2,1
8283086,38641,end_of_unit,L2,1
8283086,13080,end_of_unit,L3,1
8283086,56741,end_of_unit,L3,1
8283086,27971,end_of_unit,L3,1
8283086,63088,end_of_unit,L3,1
6162662,49531,midway,L1,0
6162662,96568,midway,L1,0
6162662,33008,midway,L1,1
6162662,96748,midway,L2,1
6162662,06238,midway,L2,1
6162662,97634,midway,L2,1
6162662,54596,midway,L2,1
6162662,14415,baseline,L1,0
6162662,56400,baseline,L1,0
6162662,00592,baseline,L1,0
6162662,13080,end_of_unit,L3,1
6162662,56741,end_of_unit,L3,1
6162662,27971,end_of_unit,L3,1
6162662,63088,end_of_unit,L3,1
7747930,96748,midway,L2,1
7747930,06238,midway,L2,1
7747930,97634,midway,L2,1
7747930,54596,midway,L2,1
7747930,49531,midway,L1,1
7747930,96568,midway,L1,1
7747930,33008,midway,L1,1
7747930,13080,end_of_unit,L3,NA
7747930,56741,end_of_unit,L3,NA
7747930,27971,end_of_unit,L3,NA
7747930,63088,end_of_unit,L3,NA
7747930,14415,baseline,L1,0
7747930,56400,baseline,L1,0
7747930,00592,baseline,L1,1
6750719,96748,midway,L2,1
6750719,06238,midway,L2,1
6750719,97634,midway,L2,1
6750719,54596,midway,L2,1
6750719,13080,end_of_unit,L3,1
6750719,56741,end_of_unit,L3,1
6750719,27971,end_of_unit,L3,1
6750719,63088,end_of_unit,L3,1
6750719,14415,baseline,L1,1
6750719,56400,baseline,L1,1
6750719,00592,baseline,L1,1
1235307,49531,midway,L1,1
1235307,96568,midway,L1,0
1235307,33008,midway,L1,1
1235307,96748,midway,L2,1
1235307,06238,midway,L2,1
1235307,97634,midway,L2,1
1235307,54596,midway,L2,1
1235307,14415,baseline,L1,0
1235307,56400,baseline,L1,0
1235307,00592,baseline,L1,1
1235307,13080,end_of_unit,L3,0
1235307,56741,end_of_unit,L3,0
1235307,27971,end_of_unit,L3,0
1235307,63088,end_of_unit,L3,0
0084022,49531,midway,L1,1
0084022,96568,midway,L1,0
0084022,33008,midway,L1,1
0084022,96748,midway,L2,0
0084022,06238,midway,L2,1
0084022,97634,midway,L2,1
0084022,54596,midway,L2,1
0084022,13080,end_of_unit,L3,1
0084022,56741,end_of_unit,L3,0
0084022,27971,end_of_unit,L3,1
0084022,63088,end_of_unit,L3,1
0084022,14415,baseline,L1,0
0084022,56400,baseline,L1,0
0084022,00592,baseline,L1,1
7046465,96748,midway,L2,1
7046465,06238,midway,L2,1
7046465,97634,midway,L2,1
7046465,54596,midway,L2,1
7046465,14415,baseline,L1,1
7046465,56400,baseline,L1,0
7046465,00592,baseline,L1,1
7046465,13080,end_of_unit,L3,0
7046465,56741,end_of_unit,L3,1
7046465,27971,end_of_unit,L3,1
7046465,63088,end_of_unit,L3,1
8715420,96748,midway,L2,1
8715420,06238,midway,L2,1
8715420,97634,midway,L2,1
8715420,54596,midway,L2,1
8715420,13080,end_of_unit,L3,1
8715420,56741,end_of_unit,L3,1
8715420,27971,end_of_unit,L3,1
8715420,63088,end_of_unit,L3,1
8715420,14415,baseline,L1,1
8715420,56400,baseline,L1,1
8715420,00592,baseline,L1,1
8624452,14415,baseline,L1,0
8624452,56400,baseline,L1,1
8624452,00592,baseline,L1,0
8624452,96748,midway,L2,0
8624452,06238,midway,L2,1
8624452,97634,midway,L2,1
8624452,54596,midway,L2,1
8624452,49531,midway,L1,0
8624452,96568,midway,L1,1
8624452,33008,midway,L1,1
8624452,13080,end_of_unit,L3,0
8624452,56741,end_of_unit,L3,1
8624452,27971,end_of_unit,L3,0
8624452,63088,end_of_unit,L3,0
8624452,10231,end_of_unit,L2,1
8624452,97673,end_of_unit,L2,1
8624452,38641,end_of_unit,L2,1
0008079,96748,midway,L2,0
0008079,06238,midway,L2,1
0008079,97634,midway,L2,1
0008079,54596,midway,L2,1
0008079,14415,baseline,L1,0
0008079,56400,baseline,L1,1
0008079,00592,baseline,L1,1
0008079,13080,end_of_unit,L3,1
0008079,56741,end_of_unit,L3,1
0008079,27971,end_of_unit,L3,0
0008079,63088,end_of_unit,L3,1
3565715,13080,end_of_unit,L3,1
3565715,56741,end_of_unit,L3,0
3565715,27971,end_of_unit,L3,0
3565715,63088,end_of_unit,L3,0
3565715,10231,end_of_unit,L2,1
3565715,97673,end_of_unit,L2,1
3565715,38641,end_of_unit,L2,1
3565715,49531,midway,L1,1
3565715,96568,midway,L1,1
3565715,33008,midway,L1,1
3565715,96748,midway,L2,1
3565715,06238,midway,L2,1
3565715,97634,midway,L2,0
3565715,54596,midway,L2,1
7092526,96748,midway,L2,1
7092526,06238,midway,L2,1
7092526,97634,midway,L2,1
7092526,54596,midway,L2,1
7092526,14415,baseline,L1,1
7092526,56400,baseline,L1,1
7092526,00592,baseline,L1,1
7092526,13080,end_of_unit,L3,0
7092526,56741,end_of_unit,L3,0
7092526,27971,end_of_unit,L3,0
7092526,63088,end_of_unit,L3,0
5858053,14415,baseline,L1,1
5858053,56400,baseline,L1,1
5858053,00592,baseline,L1,1
5858053,96748,midway,L2,1
5858053,06238,midway,L2,1
5858053,97634,midway,L2,1
5858053,54596,midway,L2,1
5858053,13080,end_of_unit,L3,1
5858053,56741,end_of_unit,L3,1
5858053,27971,end_of_unit,L3,1
5858053,63088,end_of_unit,L3,1
7094773,96748,midway,L2,1
7094773,06238,midway,L2,1
7094773,97634,midway,L2,1
7094773,54596,midway,L2,1
7094773,14415,baseline,L1,0
7094773,56400,baseline,L1,1
7094773,00592,baseline,L1,1
7094773,13080,end_of_unit,L3,1
7094773,56741,end_of_unit,L3,1
7094773,27971,end_of_unit,L3,1
7094773,63088,end_of_unit,L3,0
0009965,96748,midway,L2,1
0009965,06238,midway,L2,1
0009965,97634,midway,L2,1
0009965,54596,midway,L2,1
0009965,13080,end_of_unit,L3,1
0009965,56741,end_of_unit,L3,1
0009965,27971,end_of_unit,L3,1
0009965,63088,end_of_unit,L3,0
0009965,14415,baseline,L1,1
0009965,56400,baseline,L1,0
0009965,00592,baseline,L1,1
4595919,96748,midway,L2,1
4595919,06238,midway,L2,1
4595919,97634,midway,L2,1
4595919,54596,midway,L2,1
4595919,13080,end_of_unit,L3,1
4595919,56741,end_of_unit,L3,0
4595919,27971,end_of_unit,L3,0
4595919,63088,end_of_unit,L3,1
4595919,14415,baseline,L1,1
4595919,56400,baseline,L1,1
4595919,00592,baseline,L1,1
0317961,96748,midway,L2,1
0317961,06238,midway,L2,1
0317961,97634,midway,L2,1
0317961,54596,midway,L2,1
0317961,14415,baseline,L1,1
0317961,56400,baseline,L1,1
0317961,00592,baseline,L1,1
0317961,13080,end_of_unit,L3,0
0317961,56741,end_of_unit,L3,1
0317961,27971,end_of_unit,L3,1
0317961,63088,end_of_unit,L3,1
6285682,96748,midway,L2,1
6285682,06238,midway,L2,1
6285682,97634,midway,L2,1
6285682,54596,midway,L2,1
6285682,14415,baseline,L1,1
6285682,56400,baseline,L1,1
6285682,00592,baseline,L1,1
6285682,13080,end_of_unit,L3,1
6285682,56741,end_of_unit,L3,1
6285682,27971,end_of_unit,L3,1
6285682,63088,end_of_unit,L3,1
1655528,13080,end_of_unit,L3,0
1655528,56741,end_of_unit,L3,1
1655528,27971,end_of_unit,L3,1
1655528,63088,end_of_unit,L3,1
1655528,96748,midway,L2,1
1655528,06238,midway,L2,1
1655528,97634,midway,L2,1
1655528,54596,midway,L2,1
1655528,14415,baseline,L1,1
1655528,56400,baseline,L1,1
1655528,00592,baseline,L1,1
8554618,96748,midway,L2,1
8554618,06238,midway,L2,1
8554618,97634,midway,L2,1
8554618,54596,midway,L2,1
8554618,14415,baseline,L1,1
8554618,56400,baseline,L1,1
8554618,00592,baseline,L1,1
8554618,13080,end_of_unit,L3,1
8554618,56741,end_of_unit,L3,1
8554618,27971,end_of_unit,L3,1
8554618,63088,end_of_unit,L3,1
6515714,96748,midway,L2,1
6515714,06238,midway,L2,1
6515714,97634,midway,L2,1
6515714,54596,midway,L2,1
6515714,14415,baseline,L1,1
6515714,56400,baseline,L1,1
6515714,00592,baseline,L1,1
6515714,13080,end_of_unit,L3,1
6515714,56741,end_of_unit,L3,1
6515714,27971,end_of_unit,L3,1
6515714,63088,end_of_unit,L3,1
2190014,96748,midway,L2,1
2190014,06238,midway,L2,1
2190014,97634,midway,L2,1
2190014,54596,midway,L2,1
2190014,13080,end_of_unit,L3,1
2190014,56741,end_of_unit,L3,1
2190014,27971,end_of_unit,L3,1
2190014,63088,end_of_unit,L3,1
2190014,14415,baseline,L1,1
2190014,56400,baseline,L1,1
2190014,00592,baseline,L1,1
0812284,96748,midway,L2,0
0812284,06238,midway,L2,0
0812284,97634,midway,L2,0
0812284,54596,midway,L2,0
0812284,13080,end_of_unit,L3,1
0812284,56741,end_of_unit,L3,1
0812284,27971,end_of_unit,L3,1
0812284,63088,end_of_unit,L3,1
0812284,10231,end_of_unit,L2,0
0812284,97673,end_of_unit,L2,0
0812284,38641,end_of_unit,L2,1
0812284,14415,baseline,L1,1
0812284,56400,baseline,L1,0
0812284,00592,baseline,L1,1
5332992,13080,end_of_unit,L3,0
5332992,56741,end_of_unit,L3,0
5332992,27971,end_of_unit,L3,0
5332992,63088,end_of_unit,L3,1
5332992,14415,baseline,L1,0
5332992,56400,baseline,L1,1
5332992,00592,baseline,L1,1
5332992,96748,midway,L2,1
5332992,06238,midway,L2,1
5332992,97634,midway,L2,1
5332992,54596,midway,L2,1
9974618,96748,midway,L2,1
9974618,06238,midway,L2,1
9974618,97634,midway,L2,1
9974618,54596,midway,L2,1
9974618,13080,end_of_unit,L3,1
9974618,56741,end_of_unit,L3,1
9974618,27971,end_of_unit,L3,1
9974618,63088,end_of_unit,L3,1
9974618,14415,baseline,L1,1
9974618,56400,baseline,L1,1
9974618,00592,baseline,L1,1
8314214,96748,midway,L2,1
8314214,06238,midway,L2,0
8314214,97634,midway,L2,1
8314214,54596,midway,L2,1
8314214,13080,end_of_unit,L3,1
8314214,56741,end_of_unit,L3,1
8314214,27971,end_of_unit,L3,1
8314214,63088,end_of_unit,L3,1
8314214,14415,baseline,L1,1
8314214,56400,baseline,L1,1
8314214,00592,baseline,L1,1
6073767,13080,end_of_unit,L3,1
6073767,56741,end_of_unit,L3,1
6073767,27971,end_of_unit,L3,1
6073767,63088,end_of_unit,L3,1
6073767,14415,baseline,L1,0
6073767,56400,baseline,L1,1
6073767,00592,baseline,L1,1
6073767,96748,midway,L2,1
6073767,06238,midway,L2,1
6073767,97634,midway,L2,1
6073767,54596,midway,L2,1
6023099,14415,baseline,L1,0
6023099,56400,baseline,L1,1
6023099,00592,baseline,L1,1
6023099,96748,midway,L2,1
6023099,06238,midway,L2,1
6023099,97634,midway,L2,1
6023099,54596,midway,L2,1
6023099,13080,end_of_unit,L3,0
6023099,56741,end_of_unit,L3,1
6023099,27971,end_of_unit,L3,0
6023099,63088,end_of_unit,L3,0
7274377,14415,baseline,L1,1
7274377,56400,baseline,L1,1
7274377,00592,baseline,L1,1
7274377,96748,midway,L2,0
7274377,06238,midway,L2,1
7274377,97634,midway,L2,1
7274377,54596,midway,L2,1
7274377,13080,end_of_unit,L3,1
7274377,56741,end_of_unit,L3,1
7274377,27971,end_of_unit,L3,1
7274377,63088,end_of_unit,L3,0
3639419,96748,midway,L2,1
3639419,06238,midway,L2,1
3639419,97634,midway,L2,1
3639419,54596,midway,L2,1
3639419,14415,baseline,L1,0
3639419,56400,baseline,L1,1
3639419,00592,baseline,L1,1
3639419,13080,end_of_unit,L3,1
3639419,56741,end_of_unit,L3,0
3639419,27971,end_of_unit,L3,0
3639419,63088,end_of_unit,L3,0
2626012,96748,midway,L2,1
2626012,06238,midway,L2,1
2626012,97634,midway,L2,1
2626012,54596,midway,L2,1
2626012,14415,baseline,L1,0
2626012,56400,baseline,L1,1
2626012,00592,baseline,L1,1
2626012,13080,end_of_unit,L3,0
2626012,56741,end_of_unit,L3,0
2626012,27971,end_of_unit,L3,1
2626012,63088,end_of_unit,L3,1
5946685,14415,baseline,L1,0
5946685,56400,baseline,L1,1
5946685,00592,baseline,L1,1
5946685,96748,midway,L2,0
5946685,06238,midway,L2,1
5946685,97634,midway,L2,1
5946685,54596,midway,L2,1
5946685,13080,end_of_unit,L3,0
5946685,56741,end_of_unit,L3,0
5946685,27971,end_of_unit,L3,1
5946685,63088,end_of_unit,L3,1
1538353,96748,midway,L2,1
1538353,06238,midway,L2,1
1538353,97634,midway,L2,1
1538353,54596,midway,L2,1
1538353,14415,baseline,L1,1
1538353,56400,baseline,L1,0
1538353,00592,baseline,L1,1
1538353,13080,end_of_unit,L3,1
1538353,56741,end_of_unit,L3,1
1538353,27971,end_of_unit,L3,1
1538353,63088,end_of_unit,L3,1
9275770,96748,midway,L2,1
9275770,06238,midway,L2,1
9275770,97634,midway,L2,1
9275770,54596,midway,L2,1
9275770,14415,baseline,L1,1
9275770,56400,baseline,L1,1
9275770,00592,baseline,L1,1
9275770,13080,end_of_unit,L3,1
9275770,56741,end_of_unit,L3,1
9275770,27971,end_of_unit,L3,1
9275770,63088,end_of_unit,L3,1
8429914,96748,midway,L2,1
8429914,06238,midway,L2,1
8429914,97634,midway,L2,1
8429914,54596,midway,L2,1
8429914,49531,midway,L1,1
8429914,96568,midway,L1,1
8429914,33008,midway,L1,1
8429914,13080,end_of_unit,L3,1
8429914,56741,end_of_unit,L3,1
8429914,27971,end_of_unit,L3,0
8429914,63088,end_of_unit,L3,0
8429914,14415,baseline,L1,0
8429914,56400,baseline,L1,0
8429914,00592,baseline,L1,1
2308773,14415,baseline,L1,1
2308773,56400,baseline,L1,0
2308773,00592,baseline,L1,0
2308773,49531,midway,L1,0
2308773,96568,midway,L1,0
2308773,33008,midway,L1,0
2308773,96748,midway,L2,1
2308773,06238,midway,L2,1
2308773,97634,midway,L2,1
2308773,54596,midway,L2,1
2308773,13080,end_of_unit,L3,1
2308773,56741,end_of_unit,L3,1
2308773,27971,end_of_unit,L3,1
2308773,63088,end_of_unit,L3,1
2308773,10231,end_of_unit,L2,1
2308773,97673,end_of_unit,L2,1
2308773,38641,end_of_unit,L2,1
3129441,96748,midway,L2,1
3129441,06238,midway,L2,1
3129441,97634,midway,L2,1
3129441,54596,midway,L2,1
3129441,14415,baseline,L1,1
3129441,56400,baseline,L1,1
3129441,00592,baseline,L1,1
2106546,96748,midway,L2,1
2106546,06238,midway,L2,1
2106546,97634,midway,L2,1
2106546,54596,midway,L2,1
2106546,13080,end_of_unit,L3,1
2106546,56741,end_of_unit,L3,1
2106546,27971,end_of_unit,L3,1
2106546,63088,end_of_unit,L3,1
2106546,14415,baseline,L1,1
2106546,56400,baseline,L1,1
2106546,00592,baseline,L1,1
1308290,49531,midway,L1,1
1308290,96568,midway,L1,1
1308290,33008,midway,L1,1
1308290,96748,midway,L2,1
1308290,06238,midway,L2,1
1308290,97634,midway,L2,1
1308290,54596,midway,L2,1
1308290,14415,baseline,L1,0
1308290,56400,baseline,L1,1
1308290,00592,baseline,L1,0
1308290,13080,end_of_unit,L3,1
1308290,56741,end_of_unit,L3,1
1308290,27971,end_of_unit,L3,1
1308290,63088,end_of_unit,L3,1
6081882,96748,midway,L2,1
6081882,06238,midway,L2,1
6081882,97634,midway,L2,1
6081882,54596,midway,L2,1
6081882,13080,end_of_unit,L3,1
6081882,56741,end_of_unit,L3,1
6081882,27971,end_of_unit,L3,1
6081882,63088,end_of_unit,L3,1
6081882,14415,baseline,L1,1
6081882,56400,baseline,L1,1
6081882,00592,baseline,L1,1
7613771,14415,baseline,L1,0
7613771,56400,baseline,L1,1
7613771,00592,baseline,L1,1
7613771,96748,midway,L2,1
7613771,06238,midway,L2,1
7613771,97634,midway,L2,1
7613771,54596,midway,L2,1
7613771,13080,end_of_unit,L3,1
7613771,56741,end_of_unit,L3,1
7613771,27971,end_of_unit,L3,1
7613771,63088,end_of_unit,L3,1
6797993,49531,midway,L1,1
6797993,96568,midway,L1,1
6797993,33008,midway,L1,1
6797993,96748,midway,L2,1
6797993,06238,midway,L2,1
6797993,97634,midway,L2,1
6797993,54596,midway,L2,1
6797993,13080,end_of_unit,L3,1
6797993,56741,end_of_unit,L3,1
6797993,27971,end_of_unit,L3,1
6797993,63088,end_of_unit,L3,1
6797993,14415,baseline,L1,1
6797993,56400,baseline,L1,1
6797993,00592,baseline,L1,0
0253077,96748,midway,L2,1
0253077,06238,midway,L2,1
0253077,97634,midway,L2,1
0253077,54596,midway,L2,1
0253077,13080,end_of_unit,L3,0
0253077,56741,end_of_unit,L3,1
0253077,27971,end_of_unit,L3,1
0253077,63088,end_of_unit,L3,1
0253077,14415,baseline,L1,0
0253077,56400,baseline,L1,1
0253077,00592,baseline,L1,1
3291670,96748,midway,L2,1
3291670,06238,midway,L2,0
3291670,97634,midway,L2,1
3291670,54596,midway,L2,1
3291670,13080,end_of_unit,L3,1
3291670,56741,end_of_unit,L3,1
3291670,27971,end_of_unit,L3,1
3291670,63088,end_of_unit,L3,1
3291670,14415,baseline,L1,1
3291670,56400,baseline,L1,1
3291670,00592,baseline,L1,1
6661264,96748,midway,L2,1
6661264,06238,midway,L2,1
6661264,97634,midway,L2,1
6661264,54596,midway,L2,1
6661264,13080,end_of_unit,L3,1
6661264,56741,end_of_unit,L3,0
6661264,27971,end_of_unit,L3,1
6661264,63088,end_of_unit,L3,1
6661264,14415,baseline,L1,0
6661264,56400,baseline,L1,1
6661264,00592,baseline,L1,1
3985393,96748,midway,L2,1
3985393,06238,midway,L2,1
3985393,97634,midway,L2,1
3985393,54596,midway,L2,1
3985393,49531,midway,L1,0
3985393,96568,midway,L1,0
3985393,33008,midway,L1,1
3985393,13080,end_of_unit,L3,1
3985393,56741,end_of_unit,L3,1
3985393,27971,end_of_unit,L3,0
3985393,63088,end_of_unit,L3,0
3985393,14415,baseline,L1,0
3985393,56400,baseline,L1,0
3985393,00592,baseline,L1,1
8483663,49531,midway,L1,1
8483663,96568,midway,L1,1
8483663,33008,midway,L1,1
8483663,96748,midway,L2,1
8483663,06238,midway,L2,1
8483663,97634,midway,L2,1
8483663,54596,midway,L2,1
8483663,13080,end_of_unit,L3,1
8483663,56741,end_of_unit,L3,1
8483663,27971,end_of_unit,L3,1
8483663,63088,end_of_unit,L3,1
8483663,14415,baseline,L1,0
8483663,56400,baseline,L1,0
8483663,00592,baseline,L1,1
5622967,96748,midway,L2,1
5622967,06238,midway,L2,1
5622967,97634,midway,L2,1
5622967,54596,midway,L2,1
5622967,13080,end_of_unit,L3,1
5622967,56741,end_of_unit,L3,1
5622967,27971,end_of_unit,L3,1
5622967,63088,end_of_unit,L3,1
5622967,14415,baseline,L1,1
5622967,56400,baseline,L1,1
5622967,00592,baseline,L1,1
7708707,96748,midway,L2,1
7708707,06238,midway,L2,1
7708707,97634,midway,L2,1
7708707,54596,midway,L2,1
7708707,13080,end_of_unit,L3,1
7708707,56741,end_of_unit,L3,1
7708707,27971,end_of_unit,L3,1
7708707,63088,end_of_unit,L3,1
7708707,14415,baseline,L1,1
7708707,56400,baseline,L1,1
7708707,00592,baseline,L1,1
4271378,13080,end_of_unit,L3,0
4271378,56741,end_of_unit,L3,1
4271378,27971,end_of_unit,L3,1
4271378,63088,end_of_unit,L3,1
4271378,96748,midway,L2,1
4271378,06238,midway,L2,1
4271378,97634,midway,L2,1
4271378,54596,midway,L2,1
4271378,14415,baseline,L1,1
4271378,56400,baseline,L1,0
4271378,00592,baseline,L1,1
0696094,10231,end_of_unit,L2,1
0696094,97673,end_of_unit,L2,1
0696094,38641,end_of_unit,L2,1
0696094,13080,end_of_unit,L3,0
0696094,56741,end_of_unit,L3,0
0696094,27971,end_of_unit,L3,0
0696094,63088,end_of_unit,L3,0
0934413,13080,end_of_unit,L3,0
0934413,56741,end_of_unit,L3,1
0934413,27971,end_of_unit,L3,1
0934413,63088,end_of_unit,L3,1
0934413,96748,midway,L2,1
0934413,06238,midway,L2,1
0934413,97634,midway,L2,1
0934413,54596,midway,L2,1
0934413,14415,baseline,L1,1
0934413,56400,baseline,L1,1
0934413,00592,baseline,L1,1
5964919,49531,midway,L1,0
5964919,96568,midway,L1,0
